listing_title,price,land_area,bedrooms,bathrooms,agent_name,date_created,internal_features,external_features,nearby,link
4 Bed Townhouse with En Suite in Kikuyu Town,"
KSh 13,000,000
",," 4
"," 5
",CHAYVE GROUP LTD,08/06/2023,"
En Suite
","
Balcony
,
BBQ
,
Parking
","
Bus Stop
 ,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kikuyu-town-3605850
4 Bed Townhouse in Lavington,"
KSh 65,000,000
","
"," 4
"," 5
",Litana Investments,02/07/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3611822
3 Bed Townhouse with En Suite at Wanyee Road,"
KSh 14,500,000
","
"," 3
"," 3
",Ace Realtors Limited,28/06/2023,"
Aircon
,
 Alarm
,
Service Charge Included
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
Parking
,
CCTV
,
Electric Fence
,
Borehole
,
Wheelchair Access
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-dagoretti-corner-3610554
3 Bed House with En Suite at Muigai,"
KSh 12,500,000
","
"," 3
"," 4
",Cherd Africa LTD,26/06/2023,"
Aircon
,
Serviced
,
Service Charge Included
,
Alarm
,
Walk In Closet
,
En Suite
,
Fibre Internet
,
Furnished
","
Balcony
,
Gym
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Garden
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-kitengela-3610675
4 Bed Townhouse with En Suite in Athi River,"
KSh 8,850,000
",," 4
",,First Avenue,28/02/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Garden
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-athi-river-area-3584169
4 Bed House with En Suite at Runda,"
KSh 110,000,000
",," 4
"," 4
",Simkar Group Limited,24/05/2023,"
Alarm
,
En Suite
,
Walk In Closet
","
Balcony
,
BBQ
,
Electric Fence
,
Garden
,
Swimming Pool
,
Staff Quarters
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-runda-3584445
5 Bed Townhouse with En Suite in Lavington,"
KSh 80,000,000
",," 5
"," 5
",Leti Realty Limited,01/07/2023,"
Alarm
,
Aircon
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-1-3582913
3 Bed House with En Suite at Jumba Ruins,"
KSh 45,000,000
","
"," 3
"," 3
",Sky Miles Properties,13/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-sale-mtwapa-1-3569950
5 Bed Townhouse with En Suite in Runda,"
KSh 95,000,000
",," 5
",,Sphere Real Estate,13/05/2023,"
Backup Generator
,
En Suite
,
Fibre Internet
","
Electric Fence
,
Swimming Pool
,
Staff Quarters
,
CCTV
,
Parking
,
Borehole
,
Garden
","
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3555191
3 Bed Townhouse in South C,"
KSh 19,000,000
","
"," 3
"," 3
",Unique Listings Limited,05/07/2023,"
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-south-c-3613360
5 Bed House with En Suite in Kitisuru,"
KSh 100,000,000
","
"," 5
"," 6
",Masterways Real Estate,24/05/2023,"
En Suite
,
Fibre Internet
,
Walk In Closet
,
Alarm
","
Balcony
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
,
Garden
,
Electric Fence
","
Bus Stop
,
Shopping Centre
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitisuru-3600396
4 Bed House with En Suite at Naivas Bamburi,"
KSh 12,000,000
",," 4
"," 3
",BLISS HOMES,06/07/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-bamburi-1-3570674
4 Bed Townhouse with En Suite in Nyali Area,"
KSh 65,000,000
","
"," 4
"," 5
",Benford Homes,24/05/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Walk In Closet
","
Balcony
,
Garden
,
Wheelchair Access
,
CCTV
,
Parking
,
Electric Fence
,
Staff Quarters
,
Borehole
,
Swimming Pool
","
Scenic View
,
School
,
Golf Course
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-nyali-area-3470709
3 Bed House with En Suite in Ngong,"
KSh 5,500,000
","
"," 3
"," 3
",Leilach Properties,27/06/2023,"
En Suite
,
Fibre Internet
","
Parking
,
Wheelchair Access
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-1-3585669
4 Bed House with En Suite at Katani Road,"
KSh 18,000,000
",," 4
"," 3
",The Manis Real Estate,30/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-syokimau-3611942
4 Bed House with En Suite at Mutalia,"
KSh 6,250,000
",," 4
"," 5
",Arthi Africa Homes,21/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
Serviced
,
Walk In Closet
,
Fibre Internet
,
En Suite
","
Balcony
,
CCTV
,
Electric Fence
,
Garden
,
Staff Quarters
,
Parking
,
Wheelchair Access
,
Borehole
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-joska-1-3600686
5 Bed Townhouse with En Suite at Katani Villas,"
KSh 18,500,000
",," 5
"," 5
",Crystal Valuers LTD,24/05/2023,"
Backup Generator
,
En Suite
","
Balcony
,
Electric Fence
,
CCTV
,
Borehole
,
Parking
,
Gym
,
Swimming Pool
,
Garden
",,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-katani-3600312
6 Bed House at Nairobi,"
KSh 165,000,000
","
"," 6
"," 6
",Fit Property,21/03/2023,,,,https://www.buyrentkenya.com/listings/6-bedroom-house-for-sale-lavington-3510390
5 Bed House with En Suite at Runda,"
KSh 250,000,000
","
"," 5
"," 5
",LIflac Properties,21/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-2-3540392
6 Bed Villa with En Suite in Runda,"
KSh 155,000,000
",," 6
"," 7
",Falcon Sight Properties,13/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Golf Course
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-runda-3-3542503
4 Bed House with En Suite at Hillcrest Road,"
KSh 50,000,000
","
"," 4
"," 4
",Mapema Properties,01/07/2023,"
En Suite
,
Serviced
,
Service Charge Included
","
Garden
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-1-3575897
5 Bed Villa with En Suite at Bogani,"
KSh 84,000,000
",," 5
"," 5
",Unique Homes Kenya,08/06/2023,"
Backup Generator
,
En Suite
,
Walk In Closet
","
Balcony
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Swimming Pool
",,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3592465
6 Bed Villa with En Suite in Lavington,"
KSh 121,000,000
",," 6
"," 7
",Sky Limits Ventures,05/06/2023,"
Backup Generator
,
En Suite
,
Walk In Closet
","
Balcony
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Garden
",,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-2-3552152
4 Bed House with En Suite in South C,"
KSh 26,000,000
",," 4
"," 4
",Vector Afriq Properties Ltd,30/06/2023,"
Alarm
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Aircon
","
Balcony
,
Parking
,
CCTV
,
Garden
","
Bus Stop
,
Shopping Centre
,
School
,
Hospital
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-2-3587820
4 Bed Villa with En Suite at Kahawa,"
KSh 45,000,000
","
"," 4
"," 6
",Kenya Classic Homes,02/07/2023,"
Alarm
,
Backup Generator
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
BBQ
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Borehole
,
Wheelchair Access
,
Garden
","
School
,
Scenic View
,
Hospital
,
Bus Stop
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kahawa-sukari-2-3598210
5 Bed House with Garden at Bondeni,"
KSh 20,000,000
","
"," 5
"," 4
",Skybraze homes,29/05/2023,"
Garden
",,,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-3601118
4 Bed Villa with En Suite at Plantation,"
KSh 95,000,000
","
"," 4
"," 5
",Sky Miles Properties,13/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Service Charge Included
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
 ,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
 School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kilifi-1-3554848
5 Bed House with En Suite in Spring Valley,"
KSh 70,000,000
",," 5
"," 5
",Coral Property International Ltd,24/05/2023,"
En Suite
","
Parking
,
Garden
","
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-spring-valley-3576473
4 Bed House with En Suite at Near Runda Paradise,"
KSh 88,000,000
","
"," 4
"," 5
",Westside Real Estate,13/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3604737
3 Bed House with En Suite at Kangundo Road,"
KSh 7,700,000
","
"," 3
"," 4
",Kijani Homes Realtors,03/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Serviced
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Wheelchair Access
,
Staff Quarters
,
Parking
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-joska-3604484
3 Bed Townhouse with En Suite in Kiambu Road,"
KSh 21,500,000
",," 3
",,HassConsult,07/11/2022,"
En Suite
,
Fibre Internet
,
Walk In Closet
","
Swimming Pool
,
Staff Quarters
,
Parking
,
CCTV
,
Gym
,
Balcony
,
Garden
","
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-2-3478042
5 Bed House with En Suite in Runda,"
KSh 80,000,000
",," 5
"," 5
",Exceptional Homes,26/06/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3610450
4 Bed House with Garden at Ngong,"
KSh 25,000,000
","
"," 4
"," 4
",Skybraze homes,28/06/2023,"
Garden
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3610227
6 Bed Townhouse with En Suite at Masai Lodge Road,"
KSh 45,000,000
","
"," 6
"," 6
",Trelisa Properties,10/10/2022,"
En Suite
","
Balcony
,
Electric Fence
,
Garden
,
Parking
,
Staff Quarters
","
Scenic View
",https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-ongata-rongai-3561179
3 Bed House with En Suite at Kenyatta,"
KSh 5,800,000
","
"," 3
"," 4
",Arthi Africa Homes,26/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Serviced
,
Walk In Closet
,
Service Charge Included
","
Wheelchair Access
,
Parking
,
Gym
,
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3610749
5 Bed Townhouse with En Suite at Old Runda,"
KSh 80,000,000
","
"," 5
"," 6
",Rockfield Management Ltd,07/07/2023,"
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
Parking
,
Staff Quarters
,
Wheelchair Access
,
Garden
","
Shopping Centre
,
Scenic View
,
School
,
Hospital
",https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3605356
5 Bed Villa with En Suite in Runda,"
Price not communicated
",," 5
"," 6
",Riverdale Properties,16/12/2022,"
Backup Generator
,
En Suite
,
Walk In Closet
","
Balcony
,
Gym
,
Parking
,
Staff Quarters
,
Electric Fence
,
Swimming Pool
,
Garden
,
CCTV
","
Shopping Centre
,
School
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-runda-3555944
3 Bed House in Embakasi,"
KSh 13,500,000
",," 3
"," 2
",Landmark Top Solutions,19/06/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-embakasi-5-3377553
4 Bed Villa with En Suite in Kiambu Road,"
KSh 30,000,000
",," 4
"," 6
",El Roi Properties,08/07/2023,"
Aircon
,
Alarm
,
 Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Serviced
,
Furnished
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Wheelchair Access
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-kiambu-road-1-3596703
3 Bed Townhouse with En Suite at Kitengela Near Gmc,"
KSh 10,500,000
","
"," 3
"," 3
",Westside Real Estate,13/06/2023,"
En Suite
,
Alarm
,
Walk In Closet
,
Fibre Internet
","
BBQ
,
Electric Fence
,
Borehole
,
Garden
,
Staff Quarters
,
Swimming Pool
,
Gym
,
Parking
,
Balcony
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kitengela-1-3536253
4 Bed Townhouse with En Suite in Kikuyu Town,"
KSh 12,000,000
","
"," 4
"," 4
",Realux Holding Limited,23/06/2023,"
Alarm
,
Service Charge Included
,
En Suite
,
Walk In Closet
,
Fibre Internet
","
Balcony
,
Garden
,
BBQ
,
CCTV
,
Parking
,
Electric Fence
,
Borehole
","
Bus Stop
,
Scenic View
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kikuyu-town-3479067
5 Bed House with En Suite at Karen,"
KSh 105,000,000
","
"," 5
"," 5
",Westside Real Estate,13/06/2023,"
Walk In Closet
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Balcony
,
Electric Fence
,
BBQ
,
CCTV
,
Borehole
,
Garden
,
Swimming Pool
,
Staff Quarters
,
Parking
,
Gym
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3577975
4 Bed Townhouse with En Suite in Kitengela,"
KSh 12,000,000
",," 4
"," 4
",Marini Homes,12/06/2023,"
En Suite
,
Walk In Closet
","
Parking
,
Balcony
,
Staff Quarters
,
Electric Fence
,
Garden
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitengela-1-3581171
3 Bed Townhouse with En Suite at Mzambarauni,"
KSh 8,500,000
",," 3
"," 3
",BLISS HOMES,06/07/2023,"
En Suite
,
Backup Generator
,
Alarm
,
Walk In Closet
,
Fibre Internet
","
Balcony
,
BBQ
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-1-3593553
3 Bed Townhouse with Garden at Boma Road,"
KSh 21,000,000
","
"," 3
"," 2
",Elby Properties Ltd,07/07/2023,"
Fibre Internet
","
Garden
,
Electric Fence
,
Borehole
,
Parking
,
Staff Quarters
","
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kiambu-road-3537761
3 Bed Townhouse with En Suite at Gikambura Road,"
KSh 8,500,000
",," 3
"," 2
",Afrique Properties Limited,03/07/2023,"
Alarm
,
En Suite
,
Fibre Internet
","
Balcony
,
Electric Fence
,
Parking
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-gikambura-3603645
8 Bed House with En Suite in Nyali Area,"
KSh 85,000,000
",," 8
",,Furaha Properties,19/04/2023,"
En Suite
,
Walk In Closet
",,,https://www.buyrentkenya.com/listings/8-bedroom-house-for-sale-nyali-area-3384388
5 Bed Townhouse in Karen,"
KSh 90,000,000
",," 5
",,Premier Gold -Real Estate,03/07/2023,,,,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-karen-3474196
5 Bed House with En Suite at Kitengela,"
KSh 16,499,000
","
"," 5
"," 6
",Minazi Homes,03/07/2023,"
En Suite
,
Walk In Closet
,
Serviced
,
Fibre Internet
","
Balcony
,
Parking
,
Garden
,
Staff Quarters
,
Electric Fence
,
CCTV
,
Wheelchair Access
","
Bus Stop
,
Scenic View
,
School
,
Hospital
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitengela-5-3500166
4 Bed Townhouse with Garden at Milimani,"
KSh 6,000,000
",," 4
"," 3
",Skybraze homes,22/06/2023,"
Furnished
","
Garden
","
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-4-bedroom-townhouse-for-sale-kitengela-3570647
6 Bed Villa with En Suite in Karen Hardy,"
KSh 135,000,000
","
"," 6
"," 7
",Glo Realtors,31/05/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
,
Service Charge Included
","
Balcony
,
Gym
,
BBQ
,
Parking
,
CCTV
,
Staff Quarters
,
Electric Fence
,
Wheelchair Access
,
Borehole
,
Garden
","
Bus Stop
,
Golf Course
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-karen-hardy-3585874
4 Bed House with Garden at Kitengela,"
KSh 5,800,000
","
"," 4
"," 4
",Skybraze homes,29/05/2023,"
Parking
,
Garden
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3599802
4 Bed House with En Suite in South B,"
KSh 28,500,000
",," 4
",,Pam Golding Properties,24/05/2023,"
En Suite
",,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-b-3591143
4 Bed Townhouse with En Suite in Langata,"
KSh 42,000,000
",," 4
"," 4
",Hanspace Limited,20/06/2023,"
En Suite
","
Balcony
,
CCTV
,
Electric Fence
,
Borehole
,
Garden
,
Parking
,
Gym
,
Staff Quarters
,
Swimming Pool
","
Shopping Centre
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-langata-1-3544242
5 Bed House with En Suite at Village Market,"
KSh 200,000,000
",," 5
"," 5
",Pemukika Agency,28/06/2023,"
En Suite
,
Service Charge Included
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Borehole
,
Garden
,
Electric Fence
,
Parking
","
Bus Stop
,
Hospital
,
School
,
Scenic View
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-hill-view-3510129
5 Bed House with En Suite at Nandi Road,"
KSh 200,000,000
","
"," 5
"," 5
",Mapema Properties,01/07/2023,"
En Suite
,
Service Charge Included
","
Garden
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-karen-1-3576421
7 Bed House with En Suite at Mugumo Road,"
KSh 130,000,000
",," 7
"," 7
",Nairobi Royal Homes,26/06/2023,"
Aircon
,
Alarm
,
Service Charge Included
,
Walk In Closet
,
Backup Generator
,
En Suite
,
Fibre Internet
","
Wheelchair Access
,
Borehole
,
Garden
,
Electric Fence
,
Staff Quarters
,
CCTV
,
BBQ
,
Parking
,
Gym
,
Balcony
","
Shopping Centre
,
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-1-3586452
5 Bed Villa with En Suite in Karen,"
KSh 130,000,000
",," 5
"," 5
",Newpoint Properties,07/07/2023,"
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Walk In Closet
","
Balcony
,
CCTV
,
Garden
,
Gym
,
Parking
,
Staff Quarters
 ,
BBQ
,
Electric Fence
,
Borehole
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
 School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-15-3568299
4 Bed House with En Suite in Komarock,"
KSh 14,000,000
","
"," 4
"," 4
",Tysons Limited,02/02/2022,"
En Suite
","
Parking
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-komarock-3508468
4 Bed House in South C,"
KSh 20,950,000
",," 4
"," 3
",Coral Property International Ltd,24/05/2023,,,,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3593108
3 Bed Townhouse with En Suite at South C.,"
KSh 18,000,000
","
"," 3
"," 3
",Ace Realtors Limited,28/06/2023,"
Aircon
,
Alarm
,
Service Charge Included
,
Walk In Closet
,
En Suite
,
Fibre Internet
","
Balcony
,
BBQ
,
Parking
,
Electric Fence
,
CCTV
,
Wheelchair Access
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-south-c-3610603
6 Bed Villa with En Suite at Diani Beach,"
KSh 38,000,000
","
"," 6
"," 7
",Property Point Urban Kenya,17/06/2023,"
Aircon
,
Alarm
,
Backup Generator
,
En Suite
,
Fibre Internet
,
Furnished
,
Serviced
","
Balcony
,
CCTV
,
Garden
,
Gym
,
Parking
,
Staff Quarters
,
Swimming Pool
,
Wheelchair Access
","
Bus Stop
,
Hospital
,
Scenic View
,
School
,
Sea View
,
Shopping Centre
",https://www.buyrentkenya.com/listings/furnished-6-bedroom-villa-for-sale-diani-1-3547035
5 Bed House with En Suite at Kimbo Matangi,"
KSh 13,500,000
",," 5
"," 5
",Civet Africa Ltd,23/06/2023,"
En Suite
","
Balcony
,
Parking
",,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ruiru-3610012
4 Bed House with En Suite at Ruiru -Rurii,"
KSh 12,500,000
","
"," 4
"," 4
",Wainaina Real Estate Agents,07/07/2023,"
En Suite
,
Walk In Closet
","
Parking
,
Garden
","
Hospital
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-1-3588362
4 Bed House with En Suite at Karen,"
KSh 75,000,000
","
"," 4
"," 4
",Uptown Real Estate,09/07/2023,"
En Suite
,
Walk In Closet
","
Balcony
,
Garden
,
Parking
,
Staff Quarters
","
Bus Stop
,
Hospital
,
School
,
Shopping Centre
",https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3614230
3 Bed House in Kitengela,"
KSh 4,500,000
",," 3
"," 3
",RockSand Homes,12/06/2023,,,,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3518731
3 Bed Townhouse with En Suite in Kilimani,"
KSh 65,000,000
","
"," 3
"," 3
",Kenya Classic Homes,02/07/2023,"
En Suite
,
Alarm
","
Balcony
,
BBQ
,
Parking
,
Staff Quarters
,
Garden
","
Bus Stop
,
Shopping Centre
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-kilimani-2-3580076
3 Bed Villa with En Suite in Diani,"
KSh 40,000,000
",," 3
"," 3
",Furaha Properties,19/04/2023,"
Fibre Internet
,
En Suite
,
Walk In Closet
,
Service Charge Included
","
Garden
,
BBQ
,
CCTV
,
Parking
,
Electric Fence
,
Borehole
,
Swimming Pool
","
Bus Stop
,
Hospital
,
School
",https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-diani-3513814
4 Bed Villa with En Suite in Nyali Area,"
KSh 62,000,000
",," 4
",,Highrise Properties Ltd,09/06/2023,"
Aircon
,
Service Charge Included
,
En Suite
","
Swimming Pool
,
Borehole
,
Electric Fence
,
Staff Quarters
,
Parking
,
Wheelchair Access
,
 Garden
,
Balcony
","
Bus Stop
,
Golf Course
,
Hospital
,
Scenic View
,
School
",https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-nyali-area-3521867
